customer_id,disp.sunshine,disp.keebler,disp.nabisco,disp.private,feat.sunshine,feat.keebler,feat.nabisco,feat.private,price.sunshine,price.keebler,price.nabisco,price.private,choice.sunshine,choice.keebler,choice.nabisco,choice.private
6,0,0,0,0,0,0,0,0,98,109,89,55,0,0,0,1
6,0,0,0,0,0,0,0,0,89,102,115,65,0,0,1,0
6,0,0,0,0,0,0,0,0,103,109,119,55,0,0,0,1
6,0,0,0,0,0,0,0,0,109,109,119,55,0,0,0,1
6,0,0,0,0,0,0,0,0,109,109,119,55,0,0,0,1
6,1,0,0,0,0,0,0,0,89,115,99,60,0,0,1,0
6,0,0,0,0,0,0,0,0,109,119,74,71,0,0,1,0
6,0,0,0,0,0,0,0,0,109,119,99,55,0,0,0,1
6,0,0,0,0,0,0,0,0,98,119,99,55,0,0,0,1
6,0,0,0,0,0,0,0,0,98,119,99,55,0,0,0,1
6,0,0,0,0,0,0,0,0,98,109,129,55,0,0,0,1
6,0,0,1,0,0,0,0,0,98,121,119,55,0,0,0,1
6,0,0,1,0,0,0,0,0,98,119,129,55,0,0,0,1
6,0,0,0,0,0,0,0,0,98,119,129,55,0,0,0,1
6,0,0,0,0,0,0,0,0,79,121,109,55,0,0,0,1
6,0,0,0,0,0,0,0,0,79,121,109,55,0,0,0,1
6,0,0,1,0,0,0,0,0,109,121,129,59,0,0,0,1
6,0,0,1,0,0,0,0,0,89,121,99,59,0,0,0,1
6,0,1,1,0,0,0,0,0,109,109,129,59,0,0,0,1
6,0,0,1,0,0,0,0,0,95,119,129,59,0,0,0,1
6,0,0,0,0,0,0,0,0,109,122,129,59,0,0,0,1
6,0,0,0,0,0,0,0,0,129,104,123,59,0,0,0,1
7,0,0,0,0,0,0,0,0,79,99,69,69,0,0,1,0
7,0,1,1,0,0,1,0,0,89,89,99,61,0,1,0,0
7,0,0,0,0,0,0,0,0,96,119,49,68,0,0,1,0
7,1,0,1,0,0,0,0,1,79,125,106,49,1,0,0,0
7,0,0,1,0,0,0,1,0,93,99,98,58,0,1,0,0
7,0,0,0,0,0,0,0,0,97,115,99,61,0,0,1,0
7,0,0,0,0,0,1,0,0,109,119,115,73,0,0,1,0
7,0,0,0,0,0,0,0,0,109,135,129,79,0,0,1,0
7,0,0,0,0,0,0,0,0,105,129,125,61,0,0,1,0
7,0,0,1,0,0,0,0,0,109,121,99,84,0,0,1,0
7,0,0,0,0,0,0,0,0,119,129,129,89,0,1,0,0
7,0,1,0,1,0,0,0,0,93,112,98,63,0,0,1,0
7,0,0,0,0,0,0,0,0,119,129,129,89,0,0,1,0
7,0,1,0,0,0,0,0,0,109,121,59,82,0,0,1,0
7,0,1,0,0,0,0,0,0,109,121,59,82,0,0,1,0
7,0,1,1,1,0,1,0,0,105,99,125,61,0,1,0,0
7,0,0,1,0,0,0,0,0,105,129,99,61,0,0,1,0
8,0,0,0,0,0,0,0,0,69,88,120,71,0,0,1,0
8,0,0,1,0,0,0,0,0,99,109,99,71,0,0,1,0
8,0,0,0,0,0,0,0,0,79,109,109,78,0,0,1,0
8,1,0,0,0,0,0,0,0,99,109,89,78,0,0,1,0
8,0,0,0,0,0,0,0,0,79,105,99,78,0,0,1,0
8,0,0,0,0,0,0,0,0,98,105,109,78,0,0,1,0
8,0,0,0,0,0,0,0,0,98,109,89,78,0,0,1,0
8,0,0,0,0,0,0,0,0,89,115,89,79,0,0,1,0
8,0,0,0,0,0,0,0,0,103,109,119,64,0,0,1,0
8,0,0,0,0,0,0,0,0,109,109,119,64,0,0,1,0
8,0,0,0,0,0,0,0,0,109,109,119,78,0,0,1,0
8,0,0,0,0,0,0,0,0,98,119,99,78,0,0,1,0
8,0,0,0,0,0,0,0,0,98,119,99,78,0,0,1,0
8,0,0,0,0,0,0,0,0,98,109,129,78,0,0,1,0
8,0,0,1,1,0,0,0,0,98,121,119,64,0,0,1,0
8,0,0,0,1,0,0,0,0,98,121,119,64,0,0,1,0
8,0,0,0,0,0,0,0,0,98,119,129,78,0,0,1,0
8,0,0,0,0,0,0,0,0,79,121,109,78,0,0,1,0
8,0,0,1,0,0,0,0,0,79,121,109,88,0,0,1,0
8,0,0,1,0,0,0,0,0,109,121,129,79,0,0,1,0
8,0,0,1,0,0,0,0,0,109,109,109,96,0,0,1,0
8,0,0,1,0,0,0,0,0,109,121,129,93,0,0,1,0
8,0,0,0,0,0,0,0,0,109,121,109,86,0,0,1,0
8,0,1,1,0,0,1,0,0,89,109,129,96,0,0,1,0
8,0,0,0,0,0,0,0,0,95,125,99,82,0,0,1,0
8,0,0,1,1,0,0,0,0,129,104,129,96,0,0,1,0
9,0,0,0,0,0,0,0,0,49,109,109,78,1,0,0,0
9,1,0,0,0,0,0,0,0,49,109,109,78,1,0,0,0
9,0,0,0,0,0,0,0,0,103,109,119,64,1,0,0,0
9,0,0,0,0,0,0,0,0,109,109,119,78,1,0,0,0
9,0,0,0,0,0,0,0,0,89,109,119,84,1,0,0,0
9,0,0,1,0,0,0,0,0,109,109,129,89,0,0,0,1
9,0,0,0,0,0,0,0,0,96,139,115,68,0,0,1,0
9,0,0,0,0,0,0,0,0,79,121,119,64,1,0,0,0
9,1,0,1,0,1,0,0,0,79,121,109,78,1,0,0,0
9,1,0,1,0,0,0,0,0,79,121,109,88,1,0,0,0
9,1,0,1,0,0,0,0,0,79,121,109,88,1,0,0,0
9,0,0,1,0,0,0,0,0,109,121,129,79,0,0,1,0
9,0,0,0,0,0,0,0,0,109,121,109,84,1,0,0,0
9,0,0,0,0,0,0,1,0,89,121,99,86,0,0,1,0
9,1,0,0,0,0,0,0,0,89,121,99,86,1,0,0,0
9,0,1,0,0,0,0,0,0,109,109,129,96,0,1,0,0
9,0,0,0,0,0,0,1,0,96,139,109,68,0,0,1,0
9,0,0,0,0,0,0,0,0,109,109,129,79,1,0,0,0
9,0,0,0,0,0,0,0,0,129,104,129,96,1,0,0,0
10,0,0,0,0,0,0,0,0,69,88,120,71,0,0,1,0
10,1,0,1,0,0,0,0,0,98,99,99,71,0,0,1,0
10,0,0,1,0,0,0,0,0,99,109,89,71,0,0,1,0
10,0,0,0,0,0,0,0,0,99,109,99,71,0,0,1,0
10,1,0,0,0,0,0,0,0,49,109,109,78,0,0,1,0
10,1,0,0,0,0,0,0,0,49,109,109,78,0,0,1,0
10,1,0,0,0,0,0,0,0,59,109,89,78,0,0,1,0
10,1,0,0,0,0,0,0,0,79,109,89,78,0,0,1,0
10,1,0,0,0,0,0,0,0,79,105,109,78,0,0,1,0
10,1,0,0,0,0,0,0,0,79,109,89,78,0,0,1,0
10,0,0,0,0,0,0,0,0,103,109,89,78,0,0,1,0
10,0,0,0,0,0,0,0,0,103,109,119,64,0,0,1,0
10,0,0,0,0,0,0,0,0,109,109,119,64,0,0,1,0
10,0,0,0,0,0,0,0,0,99,109,119,71,0,0,1,0
10,0,0,0,0,0,0,0,0,89,109,119,84,0,0,1,0
10,0,0,0,0,0,0,0,0,89,109,119,78,0,0,1,0
10,0,0,0,0,0,0,0,0,89,119,99,78,0,0,1,0
10,0,0,0,1,0,0,1,0,109,121,119,69,0,0,0,1
10,0,0,0,1,0,0,1,1,97,115,109,57,0,0,1,0
10,0,0,0,0,0,0,0,0,79,121,119,64,0,0,1,0
10,1,0,0,1,0,0,0,0,79,119,129,78,0,0,1,0
10,0,0,1,0,0,0,0,0,109,119,129,89,0,0,0,1
10,0,0,1,0,0,0,0,0,109,121,109,78,0,0,1,0
10,1,0,1,0,1,0,0,0,79,121,84,78,0,0,1,0
10,0,0,0,0,0,0,1,0,97,125,109,60,0,0,1,0
10,1,0,0,0,0,0,0,0,79,121,109,78,0,0,1,0
10,1,0,0,0,0,0,0,0,79,121,109,88,0,0,1,0
10,1,0,1,0,0,0,0,0,79,121,109,88,0,0,1,0
10,0,0,1,0,0,0,0,0,109,121,109,79,0,0,1,0
10,0,0,1,0,0,0,0,0,109,121,129,79,0,0,1,0
10,0,0,0,0,0,0,0,0,97,125,100,65,0,0,1,0
10,0,0,0,0,0,0,0,0,109,121,109,92,0,0,1,0
10,0,0,0,0,0,0,0,0,105,125,99,65,0,0,1,0
10,0,0,1,0,0,0,0,0,105,125,99,65,0,0,1,0
10,0,0,0,0,0,0,0,0,109,121,99,86,0,0,1,0
10,0,0,1,0,0,0,0,0,95,125,99,82,0,0,1,0
10,0,0,0,0,0,0,0,0,105,129,129,59,0,0,1,0
10,0,0,1,0,0,0,0,0,105,129,99,59,0,0,1,0
10,0,0,1,0,0,0,0,0,105,129,99,59,0,0,1,0
10,0,0,0,0,0,0,0,0,95,104,99,72,0,0,1,0
10,0,0,0,0,0,0,0,0,129,104,129,96,0,0,1,0
11,0,0,0,0,0,0,0,0,89,99,89,65,0,0,1,0
11,0,0,1,1,0,0,0,1,89,99,89,50,0,0,1,0
11,0,1,1,0,0,1,0,0,89,89,99,61,0,0,1,0
11,0,0,0,1,0,0,0,1,89,99,89,50,0,0,1,0
11,0,0,1,0,0,0,1,0,89,99,89,65,0,0,1,0
11,0,0,1,0,0,0,0,0,89,99,89,65,0,0,1,0
11,0,0,0,0,0,0,0,0,89,99,105,65,0,0,1,0
11,0,0,0,0,0,0,1,0,89,105,89,65,0,0,1,0
11,0,0,1,0,0,0,0,0,89,102,105,65,0,0,1,0
11,0,0,1,0,0,0,1,0,89,102,89,49,0,0,1,0
11,1,1,0,0,1,1,0,0,88,99,115,65,0,1,0,0
11,0,0,1,0,0,0,0,0,109,109,129,78,0,0,1,0
11,0,0,1,0,0,0,0,0,88,115,109,65,0,0,1,0
11,0,0,0,0,0,0,0,0,88,99,125,65,0,1,0,0
11,0,0,1,0,0,0,0,0,88,125,74,65,0,0,1,0
11,1,0,1,0,0,0,0,0,79,121,109,78,0,0,1,0
11,0,0,0,0,0,0,0,0,97,125,125,65,0,0,1,0
11,0,0,0,0,0,0,1,0,97,125,109,65,0,0,1,0
11,0,0,1,0,0,0,1,0,97,117,109,65,0,0,1,0
11,0,0,1,0,0,0,0,0,105,125,99,65,0,0,1,0
11,0,0,1,1,0,0,1,0,105,125,99,65,0,0,1,0
11,0,0,1,1,0,0,0,0,105,117,129,59,0,0,0,1
11,0,0,1,0,0,0,0,0,95,125,99,59,0,0,0,1
11,0,0,1,0,0,0,0,0,105,117,99,65,0,0,1,0
11,0,0,1,0,0,0,0,0,105,99,99,65,0,0,1,0
11,0,0,0,1,0,0,0,1,124,105,98,38,0,0,0,1
12,0,0,0,0,0,0,0,0,98,88,89,55,0,0,0,1
12,0,0,1,0,0,0,0,0,99,99,109,55,0,0,0,1
12,1,0,0,0,1,0,0,0,49,109,109,55,0,0,0,1
12,1,0,0,0,0,0,0,0,59,109,89,55,0,0,0,1
12,1,0,0,0,0,0,0,0,99,105,109,55,0,0,0,1
12,1,0,0,0,0,0,0,0,79,105,109,55,0,0,0,1
12,0,0,0,0,0,0,0,0,103,109,89,55,0,0,0,1
12,0,0,0,0,0,0,0,0,103,109,89,55,0,0,0,1
12,0,0,0,0,0,0,0,0,103,109,119,55,0,0,0,1
12,0,0,0,0,0,0,0,0,109,109,119,55,0,0,0,1
12,0,0,0,0,0,0,0,0,109,109,119,55,0,0,0,1
12,0,0,0,0,0,0,0,0,99,109,119,55,0,0,0,1
12,0,0,0,0,0,0,0,0,109,119,99,55,0,0,0,1
12,0,0,0,0,0,0,0,0,89,109,119,55,0,0,0,1
12,0,0,1,0,0,0,0,0,109,109,129,55,0,0,0,1
12,0,0,0,0,0,0,0,0,109,109,129,55,0,0,0,1
12,0,0,0,0,0,0,1,0,109,121,119,55,0,0,0,1
12,1,0,0,0,0,0,0,0,79,121,119,55,0,0,0,1
12,0,0,0,0,0,0,0,0,79,121,119,55,0,0,0,1
12,1,0,0,1,0,0,0,0,79,119,129,78,1,0,0,0
12,0,0,0,0,0,0,0,0,109,119,129,55,0,0,0,1
12,0,0,1,0,0,0,0,0,109,119,129,55,0,0,0,1
12,0,0,1,0,0,0,0,0,109,121,109,55,0,0,0,1
12,1,0,1,0,0,0,0,0,79,121,109,55,0,0,0,1
12,1,0,1,0,0,0,0,0,79,121,109,59,0,0,0,1
12,0,0,1,0,0,0,0,0,109,121,109,59,0,0,0,1
12,0,0,1,0,0,0,0,0,109,121,129,59,0,0,0,1
12,0,0,1,0,0,0,0,0,109,121,129,59,0,0,0,1
12,0,0,1,0,0,0,0,0,109,109,109,59,0,0,0,1
12,0,0,0,0,0,0,0,0,98,113,111,59,0,0,0,1
12,0,0,1,0,0,0,0,0,109,113,109,59,0,0,0,1
12,0,0,1,0,0,0,0,0,109,120,119,59,0,0,0,1
12,0,0,1,0,0,0,0,0,109,121,129,59,0,0,0,1
12,0,0,1,0,0,0,0,0,109,121,129,59,0,0,0,1
12,0,0,0,0,0,0,0,0,109,121,109,59,0,0,0,1
12,0,0,0,0,0,0,0,0,109,121,109,59,0,0,0,1
12,0,0,0,0,0,0,0,0,109,121,109,59,0,0,0,1
12,0,0,0,0,1,0,0,0,89,121,99,59,0,0,0,1
12,1,0,0,0,0,0,0,0,89,121,99,59,0,0,0,1
12,1,1,1,0,0,1,0,0,89,120,129,59,0,0,0,1
12,1,1,1,0,0,0,0,0,109,115,129,59,0,0,0,1
12,0,1,0,0,0,0,0,0,109,104,129,59,0,0,0,1
12,0,1,0,0,0,0,0,0,109,104,129,59,0,0,0,1
12,0,1,0,0,0,0,0,0,109,125,99,59,0,0,0,1
12,0,0,1,0,0,0,0,0,95,125,99,59,0,0,0,1
12,0,0,1,0,0,0,0,0,95,121,99,59,0,0,0,1
12,0,0,0,0,0,0,0,0,95,119,129,59,0,0,0,1
12,0,0,0,0,0,0,0,0,109,109,129,59,0,0,0,1
12,0,0,0,0,0,0,0,0,109,121,129,59,0,0,0,1
12,0,0,0,0,0,0,0,0,109,104,99,59,0,0,0,1
12,0,0,0,0,0,0,0,0,95,104,99,59,0,0,0,1
12,0,0,1,0,0,0,0,0,129,104,129,59,0,0,0,1
12,0,0,0,1,0,0,0,1,124,105,98,38,0,0,0,1
13,0,0,0,0,0,0,0,0,69,88,89,55,0,0,0,1
13,1,0,0,0,0,0,0,0,49,109,109,55,0,0,0,1
13,1,0,0,0,0,0,0,0,99,109,89,55,0,0,0,1
13,1,0,0,0,0,0,0,0,79,105,109,55,0,0,0,1
13,1,0,0,0,0,0,0,0,79,105,109,78,1,0,0,0
13,0,0,0,0,0,0,0,0,103,109,119,55,0,0,0,1
13,0,0,0,0,0,0,0,0,99,109,119,55,0,0,0,1
13,0,0,0,0,0,0,0,0,109,119,99,55,0,0,0,1
13,0,0,0,0,0,0,0,0,89,119,99,55,0,0,0,1
13,0,0,1,0,0,0,0,0,109,109,129,55,0,0,0,1
13,0,0,1,0,0,0,0,0,109,119,129,55,0,0,0,1
13,1,0,1,0,1,0,0,0,79,121,109,55,0,0,0,1
13,0,0,1,0,0,0,0,0,109,121,129,59,0,0,0,1
13,0,0,0,0,1,0,0,0,89,121,99,59,0,0,0,1
13,0,0,0,0,0,0,0,0,109,109,129,59,0,0,0,1
13,0,0,0,1,0,0,0,1,124,105,98,38,0,0,0,1
14,0,0,0,0,0,0,0,0,73,93,69,68,0,0,1,0
14,0,0,1,0,1,0,0,0,49,99,95,69,1,0,0,0
14,0,1,0,0,0,0,0,0,89,99,113,69,0,0,0,1
14,0,0,1,0,1,0,0,0,89,99,0,69,0,0,1,0
14,0,0,0,0,0,0,0,0,89,99,89,79,0,0,1,0
14,0,0,0,0,0,0,0,0,93,88,0,59,0,0,1,0
14,0,0,0,0,0,0,0,0,93,98,109,58,0,0,1,0
14,1,0,1,0,0,0,0,1,79,125,106,49,0,0,0,1
14,0,0,0,0,0,0,0,0,89,109,119,84,1,0,0,0
14,0,0,0,0,0,0,0,0,98,119,74,78,0,0,1,0
14,0,0,1,0,0,0,0,0,109,109,129,89,0,0,0,1
14,0,0,0,0,0,0,0,0,79,115,114,69,0,0,0,1
14,0,0,0,0,0,0,0,0,98,121,119,55,0,0,0,1
14,0,0,0,0,0,0,0,0,79,121,119,64,1,0,0,0
14,1,0,0,0,0,0,0,0,79,119,129,55,0,0,0,1
14,0,0,0,0,0,0,0,0,79,121,109,55,0,0,0,1
14,0,0,0,0,0,0,0,0,79,121,109,55,0,0,0,1
14,0,0,0,0,0,0,0,0,109,135,129,73,0,0,0,1
14,0,0,1,0,0,0,0,0,109,121,129,59,0,0,0,1
14,0,1,1,0,0,0,1,0,109,109,109,65,0,0,0,1
14,0,0,0,0,0,0,0,0,109,129,125,65,0,0,0,1
14,0,0,1,0,0,0,0,0,105,129,99,61,0,0,1,0
14,0,1,1,0,0,0,0,0,109,109,129,59,0,0,0,1
14,0,0,0,0,0,0,0,0,109,109,129,59,0,0,0,1
14,0,0,0,0,0,0,0,0,109,116,129,89,0,0,0,1
14,0,0,0,0,0,0,0,0,109,104,99,59,0,0,0,1
14,0,0,1,0,0,0,0,0,105,129,129,65,0,0,0,1
14,0,0,0,1,0,0,0,0,129,104,123,115,0,0,0,1
15,0,0,0,0,0,0,0,0,85,98,89,68,0,0,1,0
15,0,1,1,0,0,0,0,0,89,99,89,61,0,0,1,0
15,0,0,1,0,0,0,0,0,89,99,89,69,0,0,1,0
15,0,0,1,0,0,0,0,0,89,99,89,69,0,0,1,0
15,1,0,1,0,0,0,0,0,69,109,89,61,0,0,1,0
15,0,1,0,0,0,0,0,0,93,99,109,58,0,1,0,0
15,0,1,0,0,0,0,0,1,79,115,99,53,0,0,1,0
15,0,0,0,0,0,0,1,0,79,115,99,61,0,0,1,0
15,1,0,0,0,0,0,0,0,79,125,99,69,0,0,1,0
15,0,0,0,0,0,0,0,0,97,99,119,61,0,1,0,0
15,1,0,0,1,0,0,0,0,79,125,99,69,0,0,1,0
15,0,0,0,0,0,0,0,0,97,115,99,61,0,0,1,0
15,0,0,1,0,0,0,0,0,97,115,99,61,0,0,1,0
15,0,1,0,0,0,1,1,0,109,99,95,68,0,0,1,0
15,1,0,0,0,1,0,0,0,79,135,129,65,1,0,0,0
15,0,0,0,0,0,0,0,0,88,119,108,58,0,0,1,0
15,0,0,0,0,0,0,0,0,93,119,108,58,0,0,1,0
15,0,0,0,1,0,0,0,0,105,125,99,61,0,0,1,0
15,0,0,1,0,0,0,1,0,109,125,89,68,0,0,1,0
15,0,0,0,0,0,0,0,0,119,109,129,68,0,0,1,0
15,0,0,0,0,0,0,0,0,119,125,104,68,0,0,1,0
16,0,0,0,0,0,0,0,0,85,88,103,68,0,0,1,0
16,1,0,0,0,0,0,0,0,85,108,89,68,0,0,1,0
16,1,0,1,0,0,0,0,0,85,108,89,68,0,0,1,0
16,1,0,1,0,0,0,0,0,79,108,89,68,0,0,1,0
16,1,0,0,1,0,0,0,0,79,125,99,69,0,0,1,0
16,0,0,0,1,0,0,0,0,78,135,99,65,0,0,1,0
16,0,0,1,1,0,0,0,0,78,135,109,65,0,0,1,0
16,1,1,1,0,0,0,1,0,109,124,109,68,0,0,1,0
16,0,0,1,0,0,0,0,0,109,109,109,96,0,0,1,0
16,0,0,0,0,0,0,0,0,119,135,129,89,0,0,1,0
16,0,0,0,0,0,0,1,0,119,135,109,89,0,0,1,0
16,0,0,0,0,0,0,1,0,96,139,69,68,0,0,1,0
16,0,0,1,0,0,0,1,0,89,125,89,68,0,0,1,0
16,0,0,0,0,0,0,0,0,109,116,129,79,0,0,1,0
16,0,0,1,0,0,0,0,0,119,125,89,68,0,0,1,0
17,0,0,0,0,0,0,0,0,69,88,89,79,0,0,0,1
17,0,0,0,0,0,0,0,0,69,88,109,79,0,0,0,1
17,0,0,1,0,0,0,0,0,99,109,99,79,0,0,0,1
17,0,0,0,0,0,0,0,0,99,109,99,79,0,0,0,1
17,0,0,0,0,1,0,0,0,49,109,109,89,0,0,0,1
17,0,0,0,0,1,0,0,0,49,109,109,89,0,0,0,1
17,0,0,0,0,0,0,0,0,103,109,89,89,0,0,0,1
17,0,0,0,0,0,0,0,0,103,109,89,78,0,1,0,0
17,0,0,0,0,0,0,0,0,79,105,109,89,0,0,0,1
17,0,0,0,0,0,0,0,0,98,105,109,78,0,1,0,0
17,0,0,0,0,0,0,0,0,98,109,89,64,0,1,0,0
17,0,0,0,0,0,0,0,0,98,109,89,62,0,0,0,1
17,0,0,0,0,0,0,0,0,109,109,119,89,0,0,0,1
17,0,0,0,0,0,0,0,0,98,119,99,89,0,0,0,1
17,0,0,0,0,0,0,0,0,98,109,129,89,0,0,0,1
17,0,0,1,1,0,0,0,0,98,121,119,69,0,0,0,1
17,0,0,0,0,0,0,0,0,98,121,119,69,0,0,0,1
17,0,0,0,0,0,0,0,0,98,119,129,89,0,0,0,1
17,0,0,0,0,1,0,0,0,79,121,109,89,0,0,0,1
17,0,0,1,0,0,0,0,0,109,121,119,89,0,0,0,1
17,0,0,1,0,0,0,0,0,109,121,129,89,0,0,0,1
17,0,0,0,0,0,0,0,0,109,121,129,89,0,0,0,1
17,0,0,0,0,0,0,0,0,109,121,109,86,0,0,1,0
17,0,0,1,0,0,0,0,0,109,121,99,84,0,0,1,0
17,0,0,1,0,0,0,1,0,89,121,99,86,0,0,1,0
17,0,1,0,0,0,0,0,0,109,121,99,89,0,0,0,1
